feature,importance
cat__purchase_history_6/28/2020,0.0002936980581620811
cat__purchase_history_04-09-2022,0.00029368467197899204
cat__purchase_history_9/19/2022,0.00029342637332138477
cat__purchase_history_02-05-2019,0.0002934226444967216
cat__purchase_history_4/25/2021,0.0002928589761323802
cat__purchase_history_06-02-2022,0.0002923100578507508
cat__purchase_history_10-09-2022,0.0002897797541581666
cat__purchase_history_06-07-2019,0.0002896813823759964
cat__purchase_history_10/26/2020,0.00028929918554719894
cat__purchase_history_9/20/2022,0.0002883713826155355
cat__purchase_history_1/16/2021,0.00028731110742880413
cat__purchase_history_5/24/2018,0.0002864595754381322
cat__purchase_history_5/18/2021,0.00028564759211379185
cat__purchase_history_7/15/2023,0.00028467982563313475
cat__purchase_history_06-11-2019,0.0002845746650714006
cat__purchase_history_05-10-2020,0.0002839919518806075
cat__purchase_history_11-11-2021,0.0002839317402479641
cat__purchase_history_10-01-2021,0.0002836716666740697
cat__purchase_history_7/19/2023,0.0002829885753571319
cat__purchase_history_12/15/2020,0.0002828409098302717
cat__purchase_history_4/24/2022,0.00028271853585859865
cat__purchase_history_10-11-2019,0.00028153452586790164
cat__purchase_history_03-04-2023,0.00028134846129666905
cat__purchase_history_6/22/2018,0.0002810508832925175
cat__purchase_history_11/14/2019,0.00028052755735883577
cat__purchase_history_08-08-2022,0.0002801175381567002
cat__purchase_history_05-09-2018,0.00027990030245920484
cat__purchase_history_11-07-2020,0.0002797837159610905
cat__purchase_history_02-04-2020,0.00027947284921702733
cat__purchase_history_4/26/2020,0.00027884542393386225
cat__purchase_history_2/17/2022,0.00027829896939794165
cat__purchase_history_07-09-2023,0.00027817493450503586
cat__purchase_history_5/20/2021,0.00027805364112152284
cat__purchase_history_10-10-2020,0.0002779832607668805
cat__purchase_history_06-12-2019,0.00027672825995959016
cat__purchase_history_05-02-2022,0.0002763755987503049
cat__purchase_history_7/14/2020,0.00027629362451590534
cat__purchase_history_7/26/2018,0.0002762211257037026
cat__purchase_history_9/14/2021,0.00027556592340497756
cat__purchase_history_8/24/2023,0.00027533608815013134
cat__purchase_history_9/27/2023,0.0002751253685342988
cat__purchase_history_07-11-2018,0.00027476246025115274
cat__purchase_history_6/27/2019,0.0002741611100370364
cat__purchase_history_01-05-2023,0.00027383148335345626
cat__purchase_history_10/20/2019,0.0002733832422194779
cat__purchase_history_02-08-2021,0.0002726236890375819
cat__purchase_history_10-09-2019,0.0002723554427997406
cat__purchase_history_7/19/2021,0.00027216028264527987
cat__purchase_history_3/21/2019,0.00027162257775092475
cat__purchase_history_4/21/2023,0.000271084746781677
cat__purchase_history_7/25/2020,0.00027086878508877595
cat__purchase_history_10/15/2021,0.0002706944185524985
cat__purchase_history_4/25/2019,0.00027058346318797514
cat__purchase_history_2/15/2019,0.0002704688248420415
cat__purchase_history_10/26/2018,0.0002697883986292074
cat__purchase_history_10/27/2019,0.00026868582611862767
cat__purchase_history_1/23/2018,0.0002686454936070697
cat__purchase_history_6/24/2023,0.0002685433680487417
cat__purchase_history_8/25/2018,0.00026650621859274873
cat__purchase_history_4/17/2018,0.00026630680612754244
cat__purchase_history_10/15/2022,0.0002661407162526157
cat__purchase_history_9/27/2020,0.0002660705679620863
cat__purchase_history_02-02-2022,0.00026582780071528
cat__purchase_history_1/27/2018,0.00026561089947128294
cat__purchase_history_12-11-2018,0.00026327461762673505
cat__purchase_history_3/28/2023,0.0002632712137215269
cat__purchase_history_7/20/2023,0.0002632311833704171
cat__purchase_history_02-10-2021,0.0002627888711791225
cat__purchase_history_8/19/2023,0.00026262038507852183
cat__purchase_history_06-01-2022,0.0002625361743481867
cat__purchase_history_10-02-2018,0.0002625354984858682
cat__purchase_history_03-11-2023,0.00026166212579303773
cat__purchase_history_8/18/2018,0.0002616176316929252
cat__purchase_history_03-06-2023,0.00026138530004133514
cat__purchase_history_12/22/2020,0.00026099481177820576
cat__purchase_history_09-06-2019,0.0002606227135975629
cat__purchase_history_03-02-2023,0.00026041281060538296
cat__purchase_history_5/23/2019,0.0002601411027781052
cat__purchase_history_11/19/2022,0.00026001484587913793
cat__purchase_history_02-06-2020,0.0002597179706310117
cat__purchase_history_05-11-2020,0.00025967556187658493
cat__purchase_history_07-03-2019,0.00025926758297503173
cat__purchase_history_9/25/2022,0.00025838780561876197
cat__purchase_history_12/13/2019,0.0002581982131384636
cat__purchase_history_07-05-2020,0.00025813488372212264
cat__purchase_history_5/28/2019,0.0002580525135020259
cat__purchase_history_11/15/2019,0.00025785542781385344
cat__purchase_history_3/14/2021,0.0002571240962641507
cat__purchase_history_2/21/2022,0.00025685841260870876
cat__purchase_history_12/24/2018,0.00025681456322671837
cat__purchase_history_1/14/2021,0.00025607219721954694
cat__purchase_history_12-04-2021,0.00025605271521585696
cat__purchase_history_01-01-2021,0.000255893274526811
cat__purchase_history_10-06-2021,0.00025533489871252445
cat__purchase_history_12-08-2018,0.00025524152893956193
cat__purchase_history_09-02-2022,0.00025492327128377696
cat__purchase_history_6/14/2023,0.000254909932009187
cat__purchase_history_7/13/2022,0.00025397818215640837
cat__purchase_history_02-08-2020,0.000253792905816154
cat__purchase_history_6/16/2023,0.0002535720744661042
cat__purchase_history_02-03-2023,0.0002529278046809818
cat__purchase_history_8/24/2022,0.0002529238884475081
cat__purchase_history_12-09-2019,0.00025231800420666406
cat__purchase_history_04-10-2018,0.0002516214419114973
cat__purchase_history_9/17/2020,0.00025138752733723453
cat__purchase_history_12-08-2022,0.0002513788610587086
cat__purchase_history_12-07-2022,0.00025087060528018734
cat__purchase_history_4/18/2019,0.00025086348456013614
cat__purchase_history_6/28/2022,0.0002506380031074655
cat__purchase_history_3/25/2021,0.0002504968476794734
cat__purchase_history_12/21/2022,0.00025024564335372334
cat__purchase_history_2/16/2020,0.0002501548064096568
cat__purchase_history_3/13/2021,0.0002501282546687075
cat__purchase_history_11/21/2020,0.00024976653174590605
cat__purchase_history_10-08-2022,0.00024954969154257115
cat__purchase_history_08-01-2020,0.00024954789470467566
cat__purchase_history_11/23/2020,0.000249407320074907
cat__purchase_history_01-06-2018,0.00024932844928327513
cat__purchase_history_2/25/2022,0.00024923714353875816
cat__purchase_history_08-11-2019,0.00024887839425050747
cat__purchase_history_6/23/2018,0.000248428543956224
cat__purchase_history_02-02-2018,0.00024838381148680947
cat__purchase_history_01-07-2021,0.00024833910532074695
cat__purchase_history_11-08-2018,0.0002482547955337485
cat__purchase_history_11/21/2021,0.00024733778657894557
cat__purchase_history_08-07-2018,0.0002471450998126614
cat__purchase_history_10-01-2018,0.00024650038310885803
cat__purchase_history_9/19/2019,0.0002464642940238592
cat__purchase_history_11-07-2019,0.0002462726438406598
cat__purchase_history_04-04-2022,0.00024589398762323386
cat__purchase_history_3/23/2021,0.0002456025300848017
cat__purchase_history_01-07-2020,0.00024558288131517345
cat__purchase_history_11/16/2018,0.00024541754311305203
cat__purchase_history_10-01-2020,0.00024526565068368856
cat__purchase_history_6/23/2019,0.00024508942558869724
cat__purchase_history_1/27/2019,0.0002450132595118347
cat__purchase_history_7/21/2023,0.000244870612292036
cat__purchase_history_03-06-2020,0.0002448512883454016
cat__purchase_history_10/21/2023,0.000244581972584128
cat__purchase_history_5/25/2022,0.0002442875054006956
cat__purchase_history_09-10-2023,0.000244240226218922
cat__purchase_history_05-10-2018,0.00024406164930080516
cat__purchase_history_02-03-2018,0.00024393975727713915
cat__purchase_history_11-12-2023,0.00024375643607067073
cat__purchase_history_12-10-2020,0.00024339956812816874
cat__purchase_history_07-01-2018,0.0002433028894108482
cat__purchase_history_3/22/2023,0.0002428021891237605
cat__purchase_history_10-02-2021,0.00024268825894476926
cat__purchase_history_12/22/2018,0.00024170658676804903
cat__purchase_history_04-04-2021,0.00024095893511895538
cat__purchase_history_12-11-2021,0.00024093669185474951
cat__purchase_history_10/24/2020,0.0002404929803436583
cat__purchase_history_12-05-2020,0.00023994701706369926
cat__purchase_history_4/14/2019,0.0002391745065422463
cat__purchase_history_7/22/2018,0.00023851804629839454
cat__purchase_history_06-06-2020,0.00023845996333648215
cat__purchase_history_4/28/2019,0.0002377029848426012
cat__purchase_history_4/27/2023,0.0002369828671922371
cat__purchase_history_12-04-2020,0.00023626016157319327
cat__purchase_history_06-10-2019,0.00023611864818487768
cat__purchase_history_03-01-2022,0.00023584786973693825
cat__purchase_history_1/28/2018,0.00023575895038439895
cat__purchase_history_06-02-2018,0.00023572785418860768
cat__purchase_history_4/17/2019,0.00023520640049723733
cat__purchase_history_08-02-2018,0.0002349171515911582
cat__purchase_history_05-02-2021,0.0002347500331794405
cat__purchase_history_11-02-2020,0.0002343984001275002
cat__purchase_history_9/19/2018,0.00023408697108951863
cat__purchase_history_07-01-2020,0.00023361527403317265
cat__purchase_history_5/27/2018,0.00023348317003084678
cat__purchase_history_9/14/2020,0.00023318969512699857
cat__purchase_history_03-07-2019,0.00023303729552709472
cat__purchase_history_9/20/2023,0.00023285262965993018
cat__purchase_history_04-05-2022,0.0002327247472139212
cat__purchase_history_12-12-2021,0.00023251027349647962
cat__purchase_history_1/13/2021,0.0002324610130510934
cat__purchase_history_5/13/2021,0.0002324591899182202
cat__purchase_history_06-07-2020,0.00023190039178367684
cat__purchase_history_6/21/2023,0.0002314748423090239
cat__purchase_history_11/24/2021,0.00023126820089430878
cat__purchase_history_11/18/2022,0.0002311900560400012
cat__purchase_history_10-07-2018,0.00023116958142275763
cat__purchase_history_11/19/2018,0.0002302996055051458
cat__purchase_history_2/13/2020,0.00022995566652810983
cat__purchase_history_2/16/2018,0.0002298096863725499
cat__purchase_history_09-12-2019,0.00022932313836739558
cat__purchase_history_9/28/2020,0.00022922008337418118
cat__purchase_history_9/14/2022,0.0002291663977875621
cat__purchase_history_5/22/2023,0.00022914638011217105
cat__purchase_history_1/22/2019,0.00022901225229543997
cat__purchase_history_8/20/2023,0.00022894509421640284
cat__purchase_history_10/14/2023,0.00022886966405432786
cat__purchase_history_1/21/2018,0.00022875203148547003
cat__purchase_history_02-10-2019,0.00022817112941656077
cat__purchase_history_1/25/2022,0.0002279668807844654
cat__purchase_history_10/21/2018,0.00022793740161450543
cat__purchase_history_05-09-2021,0.00022774465919152157
cat__purchase_history_1/15/2023,0.0002277102288929908
cat__purchase_history_01-03-2020,0.0002277078748833956
cat__purchase_history_12-10-2021,0.00022759617550324778
cat__purchase_history_11-08-2020,0.0002274513146097084
cat__purchase_history_12/24/2022,0.00022719622366287724
cat__purchase_history_2/14/2018,0.0002270757404590037
cat__purchase_history_04-02-2019,0.00022698888368463075
cat__purchase_history_1/20/2022,0.00022694204782804726
cat__purchase_history_12/28/2018,0.0002269161080801434
cat__purchase_history_06-08-2023,0.00022659672954394394
cat__purchase_history_7/26/2021,0.0002265564267660045
cat__purchase_history_01-10-2018,0.00022638367859113172
cat__purchase_history_08-01-2018,0.0002262325235272556
cat__purchase_history_03-12-2020,0.0002260336391187224
cat__purchase_history_07-09-2020,0.00022600207565929477
cat__purchase_history_01-08-2020,0.00022575254246371936
cat__purchase_history_11/18/2019,0.00022544316089166883
cat__purchase_history_9/18/2018,0.00022540725020821578
cat__purchase_history_04-09-2023,0.00022534353424627165
cat__purchase_history_10/18/2019,0.0002253129373907118
cat__purchase_history_12/13/2020,0.00022473152642014764
cat__purchase_history_12/13/2018,0.00022439991063889
cat__purchase_history_5/24/2021,0.00022422804867760403
cat__purchase_history_07-04-2018,0.00022389873015341534
cat__purchase_history_12-07-2019,0.00022367037549579662
cat__purchase_history_11/26/2021,0.00022357306772008076
cat__purchase_history_07-08-2023,0.000222997026151662
cat__purchase_history_06-02-2019,0.00022203795826923717
cat__purchase_history_01-04-2019,0.00022170993826090102
cat__purchase_history_11/27/2018,0.0002216443760401
cat__purchase_history_11-10-2022,0.00022119074674422889
cat__purchase_history_10/26/2021,0.00022058820610571127
cat__purchase_history_09-10-2019,0.0002205187693282243
cat__purchase_history_12/17/2022,0.00022015780641785246
cat__purchase_history_10-09-2021,0.0002198398496085609
cat__purchase_history_09-05-2019,0.00021980230131406735
cat__purchase_history_02-12-2018,0.0002197645832325288
cat__purchase_history_04-02-2022,0.0002196576994143596
cat__purchase_history_12/21/2018,0.00021938713253586345
cat__purchase_history_2/24/2018,0.00021898506115680834
cat__purchase_history_07-07-2019,0.00021888250334630888
cat__purchase_history_8/24/2021,0.00021877928551496174
cat__purchase_history_1/14/2023,0.00021864199403200227
cat__purchase_history_3/28/2018,0.00021855689916574933
cat__purchase_history_12/21/2020,0.00021843714893630026
cat__purchase_history_9/16/2022,0.0002183679472172437
cat__purchase_history_12-03-2023,0.00021770917691301246
cat__purchase_history_2/27/2020,0.0002174806102757012
cat__purchase_history_9/26/2022,0.00021731452286618435
cat__purchase_history_5/14/2021,0.0002172940011058128
cat__purchase_history_06-02-2021,0.00021702014477386085
cat__purchase_history_3/17/2022,0.0002169453535643378
cat__purchase_history_01-02-2022,0.0002169355862605159
cat__purchase_history_11-02-2022,0.00021683559622379846
cat__purchase_history_11-01-2023,0.0002168270736239971
cat__purchase_history_01-12-2018,0.00021682252818551703
cat__purchase_history_06-11-2021,0.0002166749984053099
cat__purchase_history_3/17/2023,0.00021657547012325108
cat__purchase_history_11-08-2021,0.0002162094137079563
cat__purchase_history_1/24/2018,0.0002159862150993467
cat__purchase_history_7/13/2021,0.00021584902864652932
cat__purchase_history_3/23/2020,0.00021580199294272942
cat__purchase_history_10-05-2021,0.00021565306741719542
cat__purchase_history_08-09-2023,0.0002156293446204492
cat__purchase_history_5/16/2022,0.00021548054896368895
cat__purchase_history_8/15/2018,0.0002146842713043353
cat__purchase_history_1/28/2023,0.0002145642086154235
cat__purchase_history_11-08-2022,0.000214302983618642
cat__purchase_history_2/16/2019,0.00021425897582084754
cat__purchase_history_5/27/2023,0.0002139847210942498
cat__purchase_history_4/25/2020,0.00021372680155366304
cat__purchase_history_7/23/2022,0.00021369491063655074
cat__purchase_history_7/24/2020,0.00021368925652993033
cat__purchase_history_12/19/2020,0.00021292790626881703
cat__purchase_history_12/15/2023,0.00021278857586650457
cat__purchase_history_12/13/2021,0.0002124778496080154
cat__purchase_history_06-11-2018,0.0002124463805206007
cat__purchase_history_05-10-2019,0.00021237781918434574
cat__purchase_history_10/17/2020,0.0002121683840758968
cat__purchase_history_10-07-2020,0.00021212533132547557
cat__purchase_history_5/26/2022,0.00021210293269590167
cat__purchase_history_3/16/2020,0.0002120705495042949
cat__purchase_history_9/21/2023,0.00021200350722464715
cat__purchase_history_10-03-2023,0.00021192614938241207
cat__purchase_history_1/24/2020,0.00021184221834530062
cat__purchase_history_04-12-2021,0.00021181024772316776
cat__purchase_history_11-05-2023,0.00021173110828512045
cat__purchase_history_01-04-2020,0.0002116460022882949
cat__purchase_history_3/25/2022,0.0002113668226968607
cat__purchase_history_11/15/2022,0.00021111441299993545
cat__purchase_history_08-02-2020,0.00021100848652760295
cat__purchase_history_11-01-2022,0.0002109976330091959
cat__purchase_history_11-03-2020,0.00021088011416479455
cat__purchase_history_10-10-2022,0.00021085021806242738
cat__purchase_history_11/21/2019,0.0002106662501940329
cat__purchase_history_01-06-2022,0.0002103441785816705
cat__purchase_history_10/26/2019,0.0002094639010937294
cat__purchase_history_04-03-2023,0.0002093510960054144
cat__purchase_history_1/14/2020,0.00020919107163728214
cat__purchase_history_2/28/2022,0.00020899288670631367
cat__purchase_history_10/15/2023,0.00020882923139358084
cat__purchase_history_08-10-2018,0.0002087254001893477
cat__purchase_history_06-02-2020,0.00020835454975445637
cat__purchase_history_12/25/2018,0.0002080945403571212
cat__purchase_history_08-11-2021,0.00020805594822868498
cat__purchase_history_1/25/2021,0.00020803099007968284
cat__purchase_history_11/28/2020,0.0002075999356876735
cat__purchase_history_11-06-2020,0.00020729757705731174
cat__purchase_history_09-06-2018,0.00020696031763172868
cat__purchase_history_6/25/2020,0.00020662803349340614
cat__purchase_history_05-12-2021,0.00020652721169975904
cat__purchase_history_08-05-2019,0.0002064466946844255
cat__purchase_history_2/25/2018,0.00020642353608188885
cat__purchase_history_1/26/2021,0.00020599020650834878
cat__purchase_history_1/26/2018,0.00020585621283532115
cat__purchase_history_12/16/2020,0.00020584678950905861
cat__purchase_history_1/20/2023,0.00020583120000537038
cat__purchase_history_6/13/2020,0.00020577432946655285
cat__purchase_history_10/28/2019,0.00020569227173643183
cat__purchase_history_04-06-2018,0.00020565229274250958
cat__purchase_history_11-07-2022,0.0002056455487966489
cat__purchase_history_4/27/2020,0.000205441442324368
cat__purchase_history_04-12-2020,0.0002053558430338472
cat__purchase_history_07-03-2020,0.0002051466162610195
cat__purchase_history_2/28/2019,0.00020505799141627042
cat__purchase_history_02-01-2021,0.00020491537601593238
cat__purchase_history_2/28/2023,0.00020472773260443762
cat__purchase_history_10-09-2020,0.00020468364760041027
cat__purchase_history_6/17/2023,0.00020461266356201934
cat__purchase_history_4/13/2021,0.0002045232077627351
cat__purchase_history_3/17/2019,0.00020447328962820924
cat__purchase_history_5/27/2022,0.0002044606508937044
cat__purchase_history_5/20/2023,0.00020441660155608578
cat__purchase_history_11/14/2023,0.00020429969652648985
cat__purchase_history_3/18/2021,0.00020425036706160648
cat__purchase_history_02-11-2022,0.00020384047305811316
cat__purchase_history_04-08-2020,0.00020378418123249013
cat__purchase_history_06-08-2019,0.0002036626173485081
cat__purchase_history_11-10-2023,0.00020335569250371744
cat__purchase_history_12-05-2022,0.0002033076550468657
cat__purchase_history_3/19/2021,0.00020315885004272812
cat__purchase_history_7/18/2021,0.00020304265233079446
cat__purchase_history_9/28/2023,0.00020292489193810828
cat__purchase_history_4/19/2020,0.00020239299559211398
cat__purchase_history_1/24/2019,0.0002023463453642066
cat__purchase_history_02-09-2021,0.0002019643789608479
cat__purchase_history_12/24/2023,0.00020187292366470412
cat__purchase_history_08-08-2018,0.00020166961654716773
cat__purchase_history_5/17/2022,0.00020165664989953817
cat__purchase_history_3/24/2021,0.00020146959655869146
cat__purchase_history_06-06-2023,0.00020143033626229468
cat__purchase_history_07-04-2022,0.00020125747874213314
cat__purchase_history_05-01-2018,0.0002010844236254738
cat__purchase_history_01-01-2019,0.00020100482837275623
cat__purchase_history_07-11-2023,0.00020098130412156678
cat__purchase_history_04-10-2019,0.00020097179657160564
cat__purchase_history_9/19/2023,0.00020080557684335197
cat__purchase_history_11-04-2023,0.00020068839321193903
cat__purchase_history_03-06-2022,0.00020060040840930277
cat__purchase_history_09-02-2018,0.00020044618451384651
cat__purchase_history_09-12-2020,0.00020044340891828762
cat__purchase_history_8/15/2020,0.00020023989662045248
cat__purchase_history_7/25/2022,0.00020011546090576015
cat__purchase_history_07-01-2023,0.0002000637743006578
cat__purchase_history_9/24/2018,0.00019957979606188147
cat__purchase_history_4/18/2021,0.00019951848010206792
cat__purchase_history_07-06-2020,0.00019948731521360992
cat__purchase_history_11/23/2019,0.0001993507058618215
cat__purchase_history_8/26/2020,0.00019924512372702423
cat__purchase_history_9/23/2022,0.00019924199756928001
cat__purchase_history_7/17/2020,0.00019920967431974658
cat__purchase_history_12/20/2021,0.00019863850319163648
cat__purchase_history_10/17/2019,0.00019835554386059737
cat__purchase_history_02-08-2022,0.0001982880557713516
cat__purchase_history_6/27/2023,0.00019814548512841552
cat__purchase_history_07-08-2020,0.00019798264680246833
cat__purchase_history_10/28/2018,0.00019771355795059317
cat__purchase_history_1/18/2018,0.00019763594094086427
cat__purchase_history_03-04-2020,0.00019744043933331268
cat__purchase_history_02-08-2018,0.00019709623133975002
cat__purchase_history_11-06-2022,0.0001969793231262275
cat__purchase_history_08-12-2023,0.00019688731355149466
cat__purchase_history_10/27/2020,0.00019679206017169745
cat__purchase_history_1/20/2020,0.00019670544512871775
cat__purchase_history_3/24/2022,0.0001966179790225014
cat__purchase_history_10-02-2019,0.00019624761225564623
cat__purchase_history_11-05-2019,0.00019603462756737216
cat__purchase_history_1/18/2023,0.00019596017173373502
cat__purchase_history_10-08-2023,0.00019589743795575976
cat__purchase_history_10-12-2023,0.0001958845551244807
cat__purchase_history_4/27/2019,0.00019580155730415544
cat__purchase_history_03-03-2022,0.00019555326698728593
cat__purchase_history_05-05-2019,0.00019531263985425807
cat__purchase_history_06-05-2019,0.00019497026571796135
cat__purchase_history_8/28/2020,0.00019458113418648903
cat__purchase_history_11/25/2019,0.00019449480178105293
cat__purchase_history_11/22/2023,0.00019416129299429502
cat__purchase_history_7/19/2019,0.00019406448427794625
